0,0,32,2,0,4,0,3,0
0,0,32,2,0,4,0,2,0
0,0,32,2,0,4,0,1,0
0,0,32,2,0,4,0,0,0
0,0,32,2,0,4,0,3,0
0,0,32,2,0,4,0,2,0
0,0,32,2,0,4,0,1,0
0,0,32,2,0,4,0,0,0
0,0,32,2,7,4,0,2,0
0,0,32,2,7,4,0,2,0
0,0,32,2,7,4,0,1,0
0,0,32,2,7,4,0,0,0
0,0,32,2,7,4,0,3,0
0,0,32,2,7,4,0,2,0
0,0,32,2,7,4,0,1,0
0,0,32,2,7,4,0,0,0
0,0,32,2,9,4,0,3,0
0,0,32,2,9,4,0,2,0
0,0,32,2,9,4,0,1,0
0,0,32,2,9,4,0,0,0
0,0,32,2,9,4,0,3,0
0,0,32,2,9,4,0,2,0
0,0,32,2,9,4,0,1,0
0,0,32,2,9,4,0,0,0
0,0,32,2,7,4,0,2,0
0,0,32,2,7,4,0,2,0
0,0,32,2,7,4,0,2,0
0,0,32,2,7,4,0,2,0
0,0,32,2,7,4,0,2,0
0,0,32,2,7,4,0,2,0
0,0,32,2,7,4,0,1,0
0,0,32,2,7,4,0,0,0
