1,0,32,2,11,3,0,2,0
1,0,32,2,11,3,0,2,0
1,0,32,2,11,3,0,1,0
1,0,32,2,11,3,0,0,0
1,0,32,2,11,3,0,0,0
1,0,32,2,11,3,0,0,0
1,0,32,2,11,3,0,0,0
1,0,32,2,11,3,0,0,0
1,0,32,2,4,3,0,2,0
1,0,32,2,4,3,0,2,0
1,0,32,2,4,3,0,1,0
1,0,32,2,4,3,0,0,0
1,0,32,2,4,3,0,0,0
1,0,32,2,4,3,0,0,0
1,0,32,2,4,3,0,0,0
1,0,32,2,4,3,0,0,0
1,0,32,2,11,3,0,2,0
1,0,32,2,11,3,0,2,0
1,0,32,2,11,3,0,1,0
1,0,32,2,11,3,0,0,0
1,0,32,2,11,3,0,0,0
1,0,32,2,11,3,0,0,0
1,0,32,2,11,3,0,0,0
1,0,32,2,11,3,0,0,0
1,0,32,2,4,3,0,2,0
1,0,32,2,4,3,0,2,0
1,0,32,2,4,3,0,1,0
1,0,32,2,4,3,0,0,0
1,0,32,2,4,3,0,0,0
1,0,32,2,4,3,0,0,0
1,0,32,2,4,3,0,0,0
1,0,32,2,4,3,0,0,0
