0,0,32,0,0,4,0,5,0
0,0,32,0,1,4,0,5,0
0,0,32,0,2,4,0,5,0
0,0,32,0,3,4,0,5,0
0,0,32,0,4,4,0,5,0
0,0,32,0,5,4,0,5,0
0,0,32,0,6,4,0,5,0
0,0,32,0,7,4,0,5,0
0,0,32,0,8,4,0,5,0
0,0,32,0,9,4,0,5,0
0,0,32,0,10,4,0,5,0
0,0,32,0,11,4,0,5,0
0,0,32,0,12,4,0,5,0
0,0,32,0,1,5,0,5,0
0,0,32,0,2,5,0,5,0
0,0,32,0,3,5,0,5,0
0,0,32,0,4,5,0,5,0
0,0,32,0,5,5,0,5,0
0,0,32,0,6,5,0,5,0
0,0,32,0,0,5,0,5,0
0,0,32,0,3,4,0,5,0
0,0,32,0,3,4,0,5,0
0,0,32,0,6,4,0,5,0
0,0,32,0,9,4,0,5,0
0,0,32,0,2,4,0,5,0
0,0,32,0,12,4,0,5,0
0,0,32,0,2,4,0,5,0
0,0,32,0,2,4,0,5,0
0,0,32,0,1,4,0,5,0
0,0,32,0,7,4,0,5,0
0,0,32,0,7,4,0,5,0
0,0,32,0,1,4,0,5,0
