11,0,0,0,0,0,62,63
12,0,0,0,0,0,62,63
13,0,0,0,0,0,62,63
14,0,0,0,0,0,62,63
1,0,0,0,0,0,62,63
2,0,0,0,0,0,62,63
3,0,0,0,0,0,62,63
4,0,0,0,0,0,62,63
0,0,0,0,0,0,62,63
0,0,0,0,0,0,62,63
0,0,0,0,0,0,62,63
0,0,0,0,0,0,62,63
0,0,0,0,0,0,62,63
0,0,0,0,0,0,62,63
0,0,0,0,0,0,62,63
0,0,0,0,0,0,62,63
0,0,0,0,0,0,62,63
0,0,0,0,0,0,62,63
0,0,0,0,0,0,62,63
0,0,0,0,0,0,62,63
0,0,0,0,0,0,62,63
0,0,0,0,0,0,62,63
0,0,0,0,0,0,62,63
0,0,0,0,0,0,62,63
0,0,0,0,0,0,62,63
0,0,0,0,0,0,62,63
0,0,0,0,0,0,62,63
0,0,0,0,0,0,62,63
0,0,0,0,0,0,62,63
0,0,0,0,0,0,62,63
0,0,0,0,0,0,62,63
0,0,0,0,0,0,62,63
0,0,0,0,0,0,62,63
0,0,0,0,0,0,62,63
0,0,0,0,0,0,62,63
0,0,0,0,0,0,62,63
0,0,0,0,0,0,62,63
0,0,0,0,0,0,62,63
0,0,0,0,0,0,62,63
0,0,0,0,0,0,62,63
0,0,0,0,0,0,62,63
0,0,0,0,0,0,62,63
0,0,0,0,0,0,62,63
0,0,0,0,0,0,62,63
0,0,0,0,0,0,62,63
0,0,0,0,0,0,62,63
0,0,0,0,0,0,62,63
0,0,0,0,0,0,62,63
0,0,0,0,0,0,62,63
0,0,0,0,0,0,62,63
0,0,0,0,0,0,62,63
0,0,0,0,0,0,62,63
0,0,0,0,0,0,62,63
0,0,0,0,0,0,62,63
0,0,0,0,0,0,62,63
0,0,0,0,0,0,62,63
0,0,0,0,0,0,62,63
0,0,0,0,0,0,62,63
0,0,0,0,0,0,62,63
0,0,0,0,0,0,62,63
0,0,0,0,0,0,62,63
0,0,0,0,0,0,62,63
0,0,0,0,0,0,62,63
0,0,0,0,0,0,62,63
